# GL Journal Export - 2026-01-10
# Source of Truth: Dutchie POS API (/reporting/transactions)
# Generated: 2026-01-17T00:33:50.556Z
# Time basis: Local store time (per-store timezone conversion)
# NOTE: Verify branch codes and account mappings match your accounting system.
#
Branch	Dutchie Store Name	Account	Description	Subaccount	Ref. Number	Quantity	UOM	Debit Amount	Credit Amount
MOD-MO4	Mint St. Peters	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
MOD-MO4	Mint St. Peters	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	4,230.93
MOD-MO4	Mint St. Peters	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		28,527.42	0.00
MOD-MO4	Mint St. Peters	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		0.00	0.00
MOD-MO4	Mint St. Peters	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	1,460.86
MOD-MO4	Mint St. Peters	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		19,773.60	0.00
MOD-MO4	Mint St. Peters	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	19,773.60
AZD-4245IN	Mint Mesa 	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	50,566.98
AZD-4245IN	Mint Mesa 	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		19,956.88	0.00
AZD-4245IN	Mint Mesa 	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
AZD-4245IN	Mint Mesa 	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
AZD-4245IN	Mint Mesa 	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	6,818.25
AZD-4245IN	Mint Mesa 	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		35,921.88	0.00
AZD-4245IN	Mint Mesa 	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		0.00	0.00
AZD-4245IN	Mint Mesa 	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	1,506.47
AZD-4245IN	Mint Mesa 	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		17,620.78	0.00
AZD-4245IN	Mint Mesa 	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	17,620.78
FLD-JA4332	Mint Jacksonville	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	5,082.99
FLD-JA4332	Mint Jacksonville	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		2,769.58	0.00
FLD-JA4332	Mint Jacksonville	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-JA4332	Mint Jacksonville	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-JA4332	Mint Jacksonville	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-JA4332	Mint Jacksonville	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		1,080.36	0.00
FLD-JA4332	Mint Jacksonville	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		750.00	0.00
FLD-JA4332	Mint Jacksonville	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	483.05
FLD-JA4332	Mint Jacksonville	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		1,136.43	0.00
FLD-JA4332	Mint Jacksonville	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	1,136.43
FLD-DELRAY	Mint Delray Beach	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	3,827.00
FLD-DELRAY	Mint Delray Beach	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		2,072.65	0.00
FLD-DELRAY	Mint Delray Beach	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-DELRAY	Mint Delray Beach	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-DELRAY	Mint Delray Beach	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-DELRAY	Mint Delray Beach	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		674.35	0.00
FLD-DELRAY	Mint Delray Beach	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		1,080.00	0.00
FLD-DELRAY	Mint Delray Beach	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-DELRAY	Mint Delray Beach	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		979.12	0.00
FLD-DELRAY	Mint Delray Beach	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	979.12
FLD-SARASO	Mint Sarasota	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	2,203.00
FLD-SARASO	Mint Sarasota	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		1,084.30	0.00
FLD-SARASO	Mint Sarasota	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-SARASO	Mint Sarasota	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-SARASO	Mint Sarasota	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-SARASO	Mint Sarasota	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		488.70	0.00
FLD-SARASO	Mint Sarasota	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		630.00	0.00
FLD-SARASO	Mint Sarasota	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-SARASO	Mint Sarasota	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		458.81	0.00
FLD-SARASO	Mint Sarasota	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	458.81
FLD-STUART	Mint Stuart	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	4,197.99
FLD-STUART	Mint Stuart	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		2,211.89	0.00
FLD-STUART	Mint Stuart	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-STUART	Mint Stuart	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-STUART	Mint Stuart	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-STUART	Mint Stuart	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		1,132.10	0.00
FLD-STUART	Mint Stuart	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		800.00	0.00
FLD-STUART	Mint Stuart	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	54.00
FLD-STUART	Mint Stuart	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		1,116.28	0.00
FLD-STUART	Mint Stuart	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	1,116.28
FLD-BONITA	Mint Bonita Springs 	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	3,397.00
FLD-BONITA	Mint Bonita Springs 	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		1,975.45	0.00
FLD-BONITA	Mint Bonita Springs 	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-BONITA	Mint Bonita Springs 	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-BONITA	Mint Bonita Springs 	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-BONITA	Mint Bonita Springs 	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		924.30	0.00
FLD-BONITA	Mint Bonita Springs 	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		460.00	0.00
FLD-BONITA	Mint Bonita Springs 	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	37.25
FLD-BONITA	Mint Bonita Springs 	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		929.28	0.00
FLD-BONITA	Mint Bonita Springs 	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	929.28
FLD-BRADEN	Mint Bradenton	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	4,119.00
FLD-BRADEN	Mint Bradenton	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		2,228.40	0.00
FLD-BRADEN	Mint Bradenton	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-BRADEN	Mint Bradenton	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-BRADEN	Mint Bradenton	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-BRADEN	Mint Bradenton	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		1,330.60	0.00
FLD-BRADEN	Mint Bradenton	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		560.00	0.00
FLD-BRADEN	Mint Bradenton	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-BRADEN	Mint Bradenton	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		839.10	0.00
FLD-BRADEN	Mint Bradenton	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	839.10
FLD-MIAMI	Mint Miami	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	3,278.00
FLD-MIAMI	Mint Miami	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		1,744.60	0.00
FLD-MIAMI	Mint Miami	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-MIAMI	Mint Miami	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-MIAMI	Mint Miami	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-MIAMI	Mint Miami	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		493.40	0.00
FLD-MIAMI	Mint Miami	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		1,040.00	0.00
FLD-MIAMI	Mint Miami	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-MIAMI	Mint Miami	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		632.58	0.00
FLD-MIAMI	Mint Miami	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	632.58
FLD-O10615	Mint Orlando 	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	7,487.98
FLD-O10615	Mint Orlando 	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		4,566.79	0.00
FLD-O10615	Mint Orlando 	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-O10615	Mint Orlando 	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-O10615	Mint Orlando 	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-O10615	Mint Orlando 	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		1,279.19	0.00
FLD-O10615	Mint Orlando 	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		1,500.00	0.00
FLD-O10615	Mint Orlando 	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	142.00
FLD-O10615	Mint Orlando 	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		1,962.61	0.00
FLD-O10615	Mint Orlando 	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	1,962.61
AZD-UH	Mint Bell Road Phoenix	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	45,274.01
AZD-UH	Mint Bell Road Phoenix	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		16,500.16	0.00
AZD-UH	Mint Bell Road Phoenix	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
AZD-UH	Mint Bell Road Phoenix	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
AZD-UH	Mint Bell Road Phoenix	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	6,720.84
AZD-UH	Mint Bell Road Phoenix	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		35,493.95	0.00
AZD-UH	Mint Bell Road Phoenix	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		0.00	0.00
AZD-UH	Mint Bell Road Phoenix	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	0.74
AZD-UH	Mint Bell Road Phoenix	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		16,307.48	0.00
AZD-UH	Mint Bell Road Phoenix	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	16,307.48
MI-GB2	Mint Portage	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	14,058.71
MI-GB2	Mint Portage	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		3,514.53	0.00
MI-GB2	Mint Portage	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
MI-GB2	Mint Portage	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		336.64	0.00
MI-GB2	Mint Portage	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	1,747.53
MI-GB2	Mint Portage	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		12,040.97	0.00
MI-GB2	Mint Portage	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		0.00	0.00
MI-GB2	Mint Portage	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		85.90	0.00
MI-GB2	Mint Portage	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		6,478.21	0.00
MI-GB2	Mint Portage	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	6,478.21
AZV-ENCANT	Mint 75th Ave Phoenix	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	28,300.00
AZV-ENCANT	Mint 75th Ave Phoenix	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		10,815.65	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	4,207.85
AZV-ENCANT	Mint 75th Ave Phoenix	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		20,546.47	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	1,145.73
AZV-ENCANT	Mint 75th Ave Phoenix	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		9,777.34	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	9,777.34
MID-ROSE	Mint Roseville	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	11,957.78
MID-ROSE	Mint Roseville	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		2,823.14	0.00
MID-ROSE	Mint Roseville	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
MID-ROSE	Mint Roseville	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		354.31	0.00
MID-ROSE	Mint Roseville	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	1,509.80
MID-ROSE	Mint Roseville	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		10,281.49	0.00
MID-ROSE	Mint Roseville	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		0.00	0.00
MID-ROSE	Mint Roseville	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	8.64
MID-ROSE	Mint Roseville	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		5,498.03	0.00
MID-ROSE	Mint Roseville	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	5,498.03
AZD-BUCK	Mint Buckeye/Verado	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	75,261.54
AZD-BUCK	Mint Buckeye/Verado	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		28,385.62	0.00
AZD-BUCK	Mint Buckeye/Verado	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
AZD-BUCK	Mint Buckeye/Verado	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
AZD-BUCK	Mint Buckeye/Verado	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	10,343.73
AZD-BUCK	Mint Buckeye/Verado	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		57,220.90	0.00
AZD-BUCK	Mint Buckeye/Verado	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		0.00	0.00
AZD-BUCK	Mint Buckeye/Verado	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		1.25	0.00
AZD-BUCK	Mint Buckeye/Verado	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		41,431.55	0.00
AZD-BUCK	Mint Buckeye/Verado	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	41,431.55
FLD-CAPECO	Mint Cape Coral	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	4,489.00
FLD-CAPECO	Mint Cape Coral	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		2,335.63	0.00
FLD-CAPECO	Mint Cape Coral	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-CAPECO	Mint Cape Coral	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-CAPECO	Mint Cape Coral	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-CAPECO	Mint Cape Coral	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		886.37	0.00
FLD-CAPECO	Mint Cape Coral	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		1,120.00	0.00
FLD-CAPECO	Mint Cape Coral	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	147.00
FLD-CAPECO	Mint Cape Coral	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		1,078.06	0.00
FLD-CAPECO	Mint Cape Coral	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	1,078.06
AZD-ELMIRA	Mint El Mirage	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	20,077.00
AZD-ELMIRA	Mint El Mirage	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		7,709.35	0.00
AZD-ELMIRA	Mint El Mirage	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
AZD-ELMIRA	Mint El Mirage	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
AZD-ELMIRA	Mint El Mirage	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	3,120.54
AZD-ELMIRA	Mint El Mirage	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		15,488.68	0.00
AZD-ELMIRA	Mint El Mirage	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		0.00	0.00
AZD-ELMIRA	Mint El Mirage	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.49	0.00
AZD-ELMIRA	Mint El Mirage	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		10,773.37	0.00
AZD-ELMIRA	Mint El Mirage	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	10,773.37
NVD-PARA	Mint Las Vegas Strip 	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	24,830.65
NVD-PARA	Mint Las Vegas Strip 	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		8,320.36	0.00
NVD-PARA	Mint Las Vegas Strip 	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
NVD-PARA	Mint Las Vegas Strip 	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
NVD-PARA	Mint Las Vegas Strip 	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	3,007.81
NVD-PARA	Mint Las Vegas Strip 	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		19,088.19	0.00
NVD-PARA	Mint Las Vegas Strip 	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		0.00	0.00
NVD-PARA	Mint Las Vegas Strip 	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	429.91
NVD-PARA	Mint Las Vegas Strip 	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		8,889.42	0.00
NVD-PARA	Mint Las Vegas Strip 	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	8,889.42
FLD-LONGWO	Mint Longwood	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	2,663.00
FLD-LONGWO	Mint Longwood	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		1,590.70	0.00
FLD-LONGWO	Mint Longwood	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-LONGWO	Mint Longwood	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-LONGWO	Mint Longwood	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-LONGWO	Mint Longwood	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		430.30	0.00
FLD-LONGWO	Mint Longwood	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		580.00	0.00
FLD-LONGWO	Mint Longwood	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	62.00
FLD-LONGWO	Mint Longwood	50000	Retail - Consumable Products for Resale	00-00	2026-01-10 DS	1.00		532.55	0.00
FLD-LONGWO	Mint Longwood	12250	Inventory - Finished Goods	00-00	2026-01-10 DS	1.00		0.00	532.55
FLD-MELBOU	Mint Melbourne	40001	Retail Income: Retail Sales	00-00	2026-01-10 DS	1.00		0.00	7,567.00
FLD-MELBOU	Mint Melbourne	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-10 DS	1.00		4,237.77	0.00
FLD-MELBOU	Mint Melbourne	40003	Retail Income: Sales Return	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-MELBOU	Mint Melbourne	40004	Loyalty Discounts	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-MELBOU	Mint Melbourne	23500	Taxes Payable - Sales & Use	00-00	2026-01-10 DS	1.00		0.00	0.00
FLD-MELBOU	Mint Melbourne	10000	Cash on Hand	00-00	2026-01-10 DS	1.00		1,218.93	0.00
FLD-MELBOU	Mint Melbourne	11010	Debit Card Receivable	00-00	2026-01-10 DS	1.00		2,090.00	0.00
FLD-MELBOU	Mint Melbourne	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-10 DS	1.00		0.00	20.30
