# GL Journal Export - 2026-01-09
# Source of Truth: Dutchie POS API (/reporting/transactions)
# Generated: 2026-01-17T00:33:20.555Z
# Time basis: Local store time (per-store timezone conversion)
# NOTE: Verify branch codes and account mappings match your accounting system.
#
Branch	Dutchie Store Name	Account	Description	Subaccount	Ref. Number	Quantity	UOM	Debit Amount	Credit Amount
NVD-RAIN	Mint Spring Valley	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	2,461.22
MOD-MO4	Mint St. Peters	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	40,337.96
MOD-MO4	Mint St. Peters	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		14,630.45	0.00
MOD-MO4	Mint St. Peters	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		11.95	0.00
MOD-MO4	Mint St. Peters	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
MOD-MO4	Mint St. Peters	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	4,219.87
MOD-MO4	Mint St. Peters	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		28,251.84	0.00
MOD-MO4	Mint St. Peters	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		0.00	0.00
MOD-MO4	Mint St. Peters	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	1,663.59
MOD-MO4	Mint St. Peters	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		19,897.78	0.00
MOD-MO4	Mint St. Peters	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	19,897.78
AZD-4245IN	Mint Mesa 	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	101,643.50
AZD-4245IN	Mint Mesa 	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		46,981.79	0.00
AZD-4245IN	Mint Mesa 	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		6.20	0.00
AZD-4245IN	Mint Mesa 	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
AZD-4245IN	Mint Mesa 	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	11,032.78
AZD-4245IN	Mint Mesa 	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		62,352.88	0.00
AZD-4245IN	Mint Mesa 	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		0.00	0.00
AZD-4245IN	Mint Mesa 	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	3,335.41
AZD-4245IN	Mint Mesa 	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		36,172.22	0.00
AZD-4245IN	Mint Mesa 	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	36,172.22
FLD-JA4332	Mint Jacksonville	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	5,539.99
FLD-JA4332	Mint Jacksonville	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		2,924.70	0.00
FLD-JA4332	Mint Jacksonville	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-JA4332	Mint Jacksonville	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-JA4332	Mint Jacksonville	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-JA4332	Mint Jacksonville	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		855.29	0.00
FLD-JA4332	Mint Jacksonville	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		1,760.00	0.00
FLD-JA4332	Mint Jacksonville	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-JA4332	Mint Jacksonville	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		1,194.94	0.00
FLD-JA4332	Mint Jacksonville	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	1,194.94
FLD-DELRAY	Mint Delray Beach	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	3,340.00
FLD-DELRAY	Mint Delray Beach	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		1,900.70	0.00
FLD-DELRAY	Mint Delray Beach	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-DELRAY	Mint Delray Beach	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-DELRAY	Mint Delray Beach	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-DELRAY	Mint Delray Beach	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		909.30	0.00
FLD-DELRAY	Mint Delray Beach	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		530.00	0.00
FLD-DELRAY	Mint Delray Beach	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-DELRAY	Mint Delray Beach	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		751.34	0.00
FLD-DELRAY	Mint Delray Beach	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	751.34
FLD-SARASO	Mint Sarasota	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	7,094.00
FLD-SARASO	Mint Sarasota	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		3,835.30	0.00
FLD-SARASO	Mint Sarasota	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-SARASO	Mint Sarasota	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-SARASO	Mint Sarasota	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-SARASO	Mint Sarasota	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		1,622.95	0.00
FLD-SARASO	Mint Sarasota	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		1,290.00	0.00
FLD-SARASO	Mint Sarasota	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	345.75
FLD-SARASO	Mint Sarasota	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		1,683.47	0.00
FLD-SARASO	Mint Sarasota	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	1,683.47
FLD-STUART	Mint Stuart	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	5,064.99
FLD-STUART	Mint Stuart	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		2,826.90	0.00
FLD-STUART	Mint Stuart	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-STUART	Mint Stuart	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-STUART	Mint Stuart	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-STUART	Mint Stuart	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		1,458.09	0.00
FLD-STUART	Mint Stuart	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		710.00	0.00
FLD-STUART	Mint Stuart	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	70.00
FLD-STUART	Mint Stuart	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		1,123.84	0.00
FLD-STUART	Mint Stuart	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	1,123.84
FLD-BONITA	Mint Bonita Springs 	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	1,807.00
FLD-BONITA	Mint Bonita Springs 	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		997.25	0.00
FLD-BONITA	Mint Bonita Springs 	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-BONITA	Mint Bonita Springs 	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-BONITA	Mint Bonita Springs 	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-BONITA	Mint Bonita Springs 	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		509.75	0.00
FLD-BONITA	Mint Bonita Springs 	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		300.00	0.00
FLD-BONITA	Mint Bonita Springs 	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-BONITA	Mint Bonita Springs 	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		2,108.86	0.00
FLD-BONITA	Mint Bonita Springs 	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	2,108.86
FLD-BRADEN	Mint Bradenton	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	3,396.99
FLD-BRADEN	Mint Bradenton	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		1,957.50	0.00
FLD-BRADEN	Mint Bradenton	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-BRADEN	Mint Bradenton	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-BRADEN	Mint Bradenton	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-BRADEN	Mint Bradenton	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		759.49	0.00
FLD-BRADEN	Mint Bradenton	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		680.00	0.00
FLD-BRADEN	Mint Bradenton	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-BRADEN	Mint Bradenton	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		715.84	0.00
FLD-BRADEN	Mint Bradenton	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	715.84
FLD-MIAMI	Mint Miami	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	5,137.00
FLD-MIAMI	Mint Miami	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		2,647.75	0.00
FLD-MIAMI	Mint Miami	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-MIAMI	Mint Miami	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-MIAMI	Mint Miami	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-MIAMI	Mint Miami	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		689.25	0.00
FLD-MIAMI	Mint Miami	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		1,800.00	0.00
FLD-MIAMI	Mint Miami	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-MIAMI	Mint Miami	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		867.22	0.00
FLD-MIAMI	Mint Miami	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	867.22
FLD-O10615	Mint Orlando 	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	3,417.99
FLD-O10615	Mint Orlando 	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		2,081.94	0.00
FLD-O10615	Mint Orlando 	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-O10615	Mint Orlando 	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-O10615	Mint Orlando 	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-O10615	Mint Orlando 	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		363.05	0.00
FLD-O10615	Mint Orlando 	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		690.00	0.00
FLD-O10615	Mint Orlando 	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	283.00
FLD-O10615	Mint Orlando 	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		671.66	0.00
FLD-O10615	Mint Orlando 	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	671.66
AZD-UH	Mint Bell Road Phoenix	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	69,321.04
AZD-UH	Mint Bell Road Phoenix	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		31,163.11	0.00
AZD-UH	Mint Bell Road Phoenix	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
AZD-UH	Mint Bell Road Phoenix	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
AZD-UH	Mint Bell Road Phoenix	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	8,408.54
AZD-UH	Mint Bell Road Phoenix	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		46,565.96	0.00
AZD-UH	Mint Bell Road Phoenix	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		0.00	0.00
AZD-UH	Mint Bell Road Phoenix	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	0.51
AZD-UH	Mint Bell Road Phoenix	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		26,754.65	0.00
AZD-UH	Mint Bell Road Phoenix	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	26,754.65
MI-GB2	Mint Portage	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	15,273.89
MI-GB2	Mint Portage	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		3,887.40	0.00
MI-GB2	Mint Portage	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
MI-GB2	Mint Portage	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		344.14	0.00
MI-GB2	Mint Portage	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	1,888.22
MI-GB2	Mint Portage	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		12,730.33	0.00
MI-GB2	Mint Portage	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		0.00	0.00
MI-GB2	Mint Portage	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	200.24
MI-GB2	Mint Portage	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		7,117.35	0.00
MI-GB2	Mint Portage	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	7,117.35
AZV-ENCANT	Mint 75th Ave Phoenix	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	55,848.00
AZV-ENCANT	Mint 75th Ave Phoenix	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		26,731.40	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	6,738.63
AZV-ENCANT	Mint 75th Ave Phoenix	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		32,472.03	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	3,383.20
AZV-ENCANT	Mint 75th Ave Phoenix	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		21,287.25	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	21,287.25
MID-ROSE	Mint Roseville	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	10,289.61
MID-ROSE	Mint Roseville	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		2,428.09	0.00
MID-ROSE	Mint Roseville	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
MID-ROSE	Mint Roseville	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		338.56	0.00
MID-ROSE	Mint Roseville	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	1,301.70
MID-ROSE	Mint Roseville	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		9,007.85	0.00
MID-ROSE	Mint Roseville	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		0.00	0.00
MID-ROSE	Mint Roseville	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		183.19	0.00
MID-ROSE	Mint Roseville	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		154,118.10	0.00
MID-ROSE	Mint Roseville	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	154,118.10
AZD-BUCK	Mint Buckeye/Verado	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	101,438.53
AZD-BUCK	Mint Buckeye/Verado	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		43,557.21	0.00
AZD-BUCK	Mint Buckeye/Verado	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
AZD-BUCK	Mint Buckeye/Verado	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
AZD-BUCK	Mint Buckeye/Verado	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	12,829.64
AZD-BUCK	Mint Buckeye/Verado	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		70,711.98	0.00
AZD-BUCK	Mint Buckeye/Verado	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		0.00	0.00
AZD-BUCK	Mint Buckeye/Verado	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		1.02	0.00
AZD-BUCK	Mint Buckeye/Verado	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		52,554.63	0.00
AZD-BUCK	Mint Buckeye/Verado	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	52,554.63
FLD-CAPECO	Mint Cape Coral	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	7,292.00
FLD-CAPECO	Mint Cape Coral	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		4,033.83	0.00
FLD-CAPECO	Mint Cape Coral	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		20.00	0.00
FLD-CAPECO	Mint Cape Coral	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-CAPECO	Mint Cape Coral	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-CAPECO	Mint Cape Coral	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		1,848.17	0.00
FLD-CAPECO	Mint Cape Coral	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		1,410.00	0.00
FLD-CAPECO	Mint Cape Coral	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		20.00	0.00
FLD-CAPECO	Mint Cape Coral	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		1,535.64	0.00
FLD-CAPECO	Mint Cape Coral	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	1,535.64
AZD-ELMIRA	Mint El Mirage	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	25,747.49
AZD-ELMIRA	Mint El Mirage	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		11,264.24	0.00
AZD-ELMIRA	Mint El Mirage	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
AZD-ELMIRA	Mint El Mirage	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
AZD-ELMIRA	Mint El Mirage	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	3,647.28
AZD-ELMIRA	Mint El Mirage	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		18,131.40	0.00
AZD-ELMIRA	Mint El Mirage	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		0.00	0.00
AZD-ELMIRA	Mint El Mirage	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.87	0.00
AZD-ELMIRA	Mint El Mirage	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		13,353.04	0.00
AZD-ELMIRA	Mint El Mirage	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	13,353.04
NVD-PARA	Mint Las Vegas Strip 	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	26,911.53
NVD-PARA	Mint Las Vegas Strip 	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		9,542.31	0.00
NVD-PARA	Mint Las Vegas Strip 	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
NVD-PARA	Mint Las Vegas Strip 	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
NVD-PARA	Mint Las Vegas Strip 	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	3,147.60
NVD-PARA	Mint Las Vegas Strip 	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		20,057.54	0.00
NVD-PARA	Mint Las Vegas Strip 	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		0.00	0.00
NVD-PARA	Mint Las Vegas Strip 	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	459.28
NVD-PARA	Mint Las Vegas Strip 	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		9,297.71	0.00
NVD-PARA	Mint Las Vegas Strip 	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	9,297.71
FLD-LONGWO	Mint Longwood	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	4,001.00
FLD-LONGWO	Mint Longwood	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		2,313.36	0.00
FLD-LONGWO	Mint Longwood	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-LONGWO	Mint Longwood	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-LONGWO	Mint Longwood	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-LONGWO	Mint Longwood	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		645.14	0.00
FLD-LONGWO	Mint Longwood	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		860.00	0.00
FLD-LONGWO	Mint Longwood	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	182.50
FLD-LONGWO	Mint Longwood	50000	Retail - Consumable Products for Resale	00-00	2026-01-09 DS	1.00		996.16	0.00
FLD-LONGWO	Mint Longwood	12250	Inventory - Finished Goods	00-00	2026-01-09 DS	1.00		0.00	996.16
FLD-MELBOU	Mint Melbourne	40001	Retail Income: Retail Sales	00-00	2026-01-09 DS	1.00		0.00	11,240.00
FLD-MELBOU	Mint Melbourne	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-09 DS	1.00		6,263.77	0.00
FLD-MELBOU	Mint Melbourne	40003	Retail Income: Sales Return	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-MELBOU	Mint Melbourne	40004	Loyalty Discounts	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-MELBOU	Mint Melbourne	23500	Taxes Payable - Sales & Use	00-00	2026-01-09 DS	1.00		0.00	0.00
FLD-MELBOU	Mint Melbourne	10000	Cash on Hand	00-00	2026-01-09 DS	1.00		2,164.23	0.00
FLD-MELBOU	Mint Melbourne	11010	Debit Card Receivable	00-00	2026-01-09 DS	1.00		2,730.00	0.00
FLD-MELBOU	Mint Melbourne	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-09 DS	1.00		0.00	82.00
