# GL Journal Export - 2026-01-11
# Source of Truth: Dutchie POS API (/reporting/transactions)
# Generated: 2026-01-17T00:41:52.548Z
# Time basis: Local store time (per-store timezone conversion)
# NOTE: Verify branch codes and account mappings match your accounting system.
#
Branch	Dutchie Store Name	Account	Description	Subaccount	Ref. Number	Quantity	UOM	Debit Amount	Credit Amount
FLD-MIAMI	Mint Miami	40004	Loyalty Discounts	00-00	2026-01-11 DS	1.00		0.00	0.00
FLD-MIAMI	Mint Miami	23500	Taxes Payable - Sales & Use	00-00	2026-01-11 DS	1.00		0.00	0.00
FLD-MIAMI	Mint Miami	10000	Cash on Hand	00-00	2026-01-11 DS	1.00		1,031.15	0.00
FLD-MIAMI	Mint Miami	11010	Debit Card Receivable	00-00	2026-01-11 DS	1.00		1,070.00	0.00
FLD-MIAMI	Mint Miami	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-11 DS	1.00		0.00	54.60
FLD-MIAMI	Mint Miami	50000	Retail - Consumable Products for Resale	00-00	2026-01-11 DS	1.00		1,008.24	0.00
FLD-MIAMI	Mint Miami	12250	Inventory - Finished Goods	00-00	2026-01-11 DS	1.00		0.00	1,008.24
FLD-O10615	Mint Orlando 	40001	Retail Income: Retail Sales	00-00	2026-01-11 DS	1.00		0.00	3,124.99
FLD-O10615	Mint Orlando 	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-11 DS	1.00		2,039.44	0.00
FLD-O10615	Mint Orlando 	40003	Retail Income: Sales Return	00-00	2026-01-11 DS	1.00		0.00	0.00
FLD-O10615	Mint Orlando 	40004	Loyalty Discounts	00-00	2026-01-11 DS	1.00		0.00	0.00
FLD-O10615	Mint Orlando 	23500	Taxes Payable - Sales & Use	00-00	2026-01-11 DS	1.00		0.00	0.00
FLD-O10615	Mint Orlando 	10000	Cash on Hand	00-00	2026-01-11 DS	1.00		524.55	0.00
FLD-O10615	Mint Orlando 	11010	Debit Card Receivable	00-00	2026-01-11 DS	1.00		430.00	0.00
FLD-O10615	Mint Orlando 	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-11 DS	1.00		0.00	131.00
FLD-O10615	Mint Orlando 	50000	Retail - Consumable Products for Resale	00-00	2026-01-11 DS	1.00		751.85	0.00
FLD-O10615	Mint Orlando 	12250	Inventory - Finished Goods	00-00	2026-01-11 DS	1.00		0.00	751.85
AZD-UH	Mint Bell Road Phoenix	40001	Retail Income: Retail Sales	00-00	2026-01-11 DS	1.00		0.00	33,082.99
AZD-UH	Mint Bell Road Phoenix	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-11 DS	1.00		12,455.37	0.00
AZD-UH	Mint Bell Road Phoenix	40003	Retail Income: Sales Return	00-00	2026-01-11 DS	1.00		0.00	0.00
AZD-UH	Mint Bell Road Phoenix	40004	Loyalty Discounts	00-00	2026-01-11 DS	1.00		0.00	0.00
AZD-UH	Mint Bell Road Phoenix	23500	Taxes Payable - Sales & Use	00-00	2026-01-11 DS	1.00		0.00	4,843.50
AZD-UH	Mint Bell Road Phoenix	10000	Cash on Hand	00-00	2026-01-11 DS	1.00		25,470.53	0.00
AZD-UH	Mint Bell Road Phoenix	11010	Debit Card Receivable	00-00	2026-01-11 DS	1.00		0.00	0.00
AZD-UH	Mint Bell Road Phoenix	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-11 DS	1.00		0.00	0.59
AZD-UH	Mint Bell Road Phoenix	50000	Retail - Consumable Products for Resale	00-00	2026-01-11 DS	1.00		12,173.16	0.00
AZD-UH	Mint Bell Road Phoenix	12250	Inventory - Finished Goods	00-00	2026-01-11 DS	1.00		0.00	12,173.16
MI-GB2	Mint Portage	40001	Retail Income: Retail Sales	00-00	2026-01-11 DS	1.00		0.00	10,062.35
MI-GB2	Mint Portage	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-11 DS	1.00		2,739.49	0.00
MI-GB2	Mint Portage	40003	Retail Income: Sales Return	00-00	2026-01-11 DS	1.00		0.00	0.00
MI-GB2	Mint Portage	40004	Loyalty Discounts	00-00	2026-01-11 DS	1.00		218.61	0.00
MI-GB2	Mint Portage	23500	Taxes Payable - Sales & Use	00-00	2026-01-11 DS	1.00		0.00	1,210.17
MI-GB2	Mint Portage	10000	Cash on Hand	00-00	2026-01-11 DS	1.00		8,427.13	0.00
MI-GB2	Mint Portage	11010	Debit Card Receivable	00-00	2026-01-11 DS	1.00		0.00	0.00
MI-GB2	Mint Portage	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-11 DS	1.00		112.71	0.00
MI-GB2	Mint Portage	50000	Retail - Consumable Products for Resale	00-00	2026-01-11 DS	1.00		4,698.04	0.00
MI-GB2	Mint Portage	12250	Inventory - Finished Goods	00-00	2026-01-11 DS	1.00		0.00	4,698.04
AZV-ENCANT	Mint 75th Ave Phoenix	40001	Retail Income: Retail Sales	00-00	2026-01-11 DS	1.00		0.00	22,673.50
AZV-ENCANT	Mint 75th Ave Phoenix	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-11 DS	1.00		9,017.46	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	40003	Retail Income: Sales Return	00-00	2026-01-11 DS	1.00		0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	40004	Loyalty Discounts	00-00	2026-01-11 DS	1.00		0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	23500	Taxes Payable - Sales & Use	00-00	2026-01-11 DS	1.00		0.00	3,164.70
AZV-ENCANT	Mint 75th Ave Phoenix	10000	Cash on Hand	00-00	2026-01-11 DS	1.00		15,528.37	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	11010	Debit Card Receivable	00-00	2026-01-11 DS	1.00		0.00	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-11 DS	1.00		0.00	1,292.37
AZV-ENCANT	Mint 75th Ave Phoenix	50000	Retail - Consumable Products for Resale	00-00	2026-01-11 DS	1.00		7,941.37	0.00
AZV-ENCANT	Mint 75th Ave Phoenix	12250	Inventory - Finished Goods	00-00	2026-01-11 DS	1.00		0.00	7,941.37
MID-ROSE	Mint Roseville	40001	Retail Income: Retail Sales	00-00	2026-01-11 DS	1.00		0.00	7,598.42
MID-ROSE	Mint Roseville	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-11 DS	1.00		2,127.81	0.00
MID-ROSE	Mint Roseville	40003	Retail Income: Sales Return	00-00	2026-01-11 DS	1.00		0.00	0.00
MID-ROSE	Mint Roseville	40004	Loyalty Discounts	00-00	2026-01-11 DS	1.00		318.21	0.00
MID-ROSE	Mint Roseville	23500	Taxes Payable - Sales & Use	00-00	2026-01-11 DS	1.00		0.00	907.31
MID-ROSE	Mint Roseville	10000	Cash on Hand	00-00	2026-01-11 DS	1.00		6,046.12	0.00
MID-ROSE	Mint Roseville	11010	Debit Card Receivable	00-00	2026-01-11 DS	1.00		0.00	0.00
MID-ROSE	Mint Roseville	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-11 DS	1.00		0.00	13.59
MID-ROSE	Mint Roseville	50000	Retail - Consumable Products for Resale	00-00	2026-01-11 DS	1.00		3,544.26	0.00
MID-ROSE	Mint Roseville	12250	Inventory - Finished Goods	00-00	2026-01-11 DS	1.00		0.00	3,544.26
AZD-BUCK	Mint Buckeye/Verado	40001	Retail Income: Retail Sales	00-00	2026-01-11 DS	1.00		0.00	59,249.50
AZD-BUCK	Mint Buckeye/Verado	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-11 DS	1.00		20,194.91	0.00
AZD-BUCK	Mint Buckeye/Verado	40003	Retail Income: Sales Return	00-00	2026-01-11 DS	1.00		0.00	0.00
AZD-BUCK	Mint Buckeye/Verado	40004	Loyalty Discounts	00-00	2026-01-11 DS	1.00		0.00	0.00
AZD-BUCK	Mint Buckeye/Verado	23500	Taxes Payable - Sales & Use	00-00	2026-01-11 DS	1.00		0.00	8,585.79
AZD-BUCK	Mint Buckeye/Verado	10000	Cash on Hand	00-00	2026-01-11 DS	1.00		47,640.68	0.00
AZD-BUCK	Mint Buckeye/Verado	11010	Debit Card Receivable	00-00	2026-01-11 DS	1.00		0.00	0.00
AZD-BUCK	Mint Buckeye/Verado	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-11 DS	1.00		0.30	0.00
AZD-BUCK	Mint Buckeye/Verado	50000	Retail - Consumable Products for Resale	00-00	2026-01-11 DS	1.00		31,273.60	0.00
AZD-BUCK	Mint Buckeye/Verado	12250	Inventory - Finished Goods	00-00	2026-01-11 DS	1.00		0.00	31,273.60
FLD-CAPECO	Mint Cape Coral	40001	Retail Income: Retail Sales	00-00	2026-01-11 DS	1.00		0.00	3,252.00
FLD-CAPECO	Mint Cape Coral	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-11 DS	1.00		1,720.30	0.00
FLD-CAPECO	Mint Cape Coral	40003	Retail Income: Sales Return	00-00	2026-01-11 DS	1.00		0.00	0.00
FLD-CAPECO	Mint Cape Coral	40004	Loyalty Discounts	00-00	2026-01-11 DS	1.00		0.00	0.00
FLD-CAPECO	Mint Cape Coral	23500	Taxes Payable - Sales & Use	00-00	2026-01-11 DS	1.00		0.00	0.00
FLD-CAPECO	Mint Cape Coral	10000	Cash on Hand	00-00	2026-01-11 DS	1.00		776.70	0.00
FLD-CAPECO	Mint Cape Coral	11010	Debit Card Receivable	00-00	2026-01-11 DS	1.00		720.00	0.00
FLD-CAPECO	Mint Cape Coral	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-11 DS	1.00		0.00	35.00
FLD-CAPECO	Mint Cape Coral	50000	Retail - Consumable Products for Resale	00-00	2026-01-11 DS	1.00		693.61	0.00
FLD-CAPECO	Mint Cape Coral	12250	Inventory - Finished Goods	00-00	2026-01-11 DS	1.00		0.00	693.61
AZD-ELMIRA	Mint El Mirage	40001	Retail Income: Retail Sales	00-00	2026-01-11 DS	1.00		0.00	13,740.50
AZD-ELMIRA	Mint El Mirage	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-11 DS	1.00		5,534.61	0.00
AZD-ELMIRA	Mint El Mirage	40003	Retail Income: Sales Return	00-00	2026-01-11 DS	1.00		0.00	0.00
AZD-ELMIRA	Mint El Mirage	40004	Loyalty Discounts	00-00	2026-01-11 DS	1.00		0.00	0.00
AZD-ELMIRA	Mint El Mirage	23500	Taxes Payable - Sales & Use	00-00	2026-01-11 DS	1.00		0.00	2,062.95
AZD-ELMIRA	Mint El Mirage	10000	Cash on Hand	00-00	2026-01-11 DS	1.00		10,269.11	0.00
AZD-ELMIRA	Mint El Mirage	11010	Debit Card Receivable	00-00	2026-01-11 DS	1.00		0.00	0.00
AZD-ELMIRA	Mint El Mirage	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-11 DS	1.00		0.27	0.00
AZD-ELMIRA	Mint El Mirage	50000	Retail - Consumable Products for Resale	00-00	2026-01-11 DS	1.00		6,715.76	0.00
AZD-ELMIRA	Mint El Mirage	12250	Inventory - Finished Goods	00-00	2026-01-11 DS	1.00		0.00	6,715.76
NVD-PARA	Mint Las Vegas Strip 	40001	Retail Income: Retail Sales	00-00	2026-01-11 DS	1.00		0.00	20,599.77
NVD-PARA	Mint Las Vegas Strip 	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-11 DS	1.00		5,986.05	0.00
NVD-PARA	Mint Las Vegas Strip 	40003	Retail Income: Sales Return	00-00	2026-01-11 DS	1.00		0.00	0.00
NVD-PARA	Mint Las Vegas Strip 	40004	Loyalty Discounts	00-00	2026-01-11 DS	1.00		0.00	0.00
NVD-PARA	Mint Las Vegas Strip 	23500	Taxes Payable - Sales & Use	00-00	2026-01-11 DS	1.00		0.00	2,630.14
NVD-PARA	Mint Las Vegas Strip 	10000	Cash on Hand	00-00	2026-01-11 DS	1.00		16,934.53	0.00
NVD-PARA	Mint Las Vegas Strip 	11010	Debit Card Receivable	00-00	2026-01-11 DS	1.00		0.00	0.00
NVD-PARA	Mint Las Vegas Strip 	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-11 DS	1.00		0.00	309.33
NVD-PARA	Mint Las Vegas Strip 	50000	Retail - Consumable Products for Resale	00-00	2026-01-11 DS	1.00		7,333.15	0.00
NVD-PARA	Mint Las Vegas Strip 	12250	Inventory - Finished Goods	00-00	2026-01-11 DS	1.00		0.00	7,333.15
FLD-LONGWO	Mint Longwood	40001	Retail Income: Retail Sales	00-00	2026-01-11 DS	1.00		0.00	3,598.00
FLD-LONGWO	Mint Longwood	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-11 DS	1.00		2,154.35	0.00
FLD-LONGWO	Mint Longwood	40003	Retail Income: Sales Return	00-00	2026-01-11 DS	1.00		0.00	0.00
FLD-LONGWO	Mint Longwood	40004	Loyalty Discounts	00-00	2026-01-11 DS	1.00		0.00	0.00
FLD-LONGWO	Mint Longwood	23500	Taxes Payable - Sales & Use	00-00	2026-01-11 DS	1.00		0.00	0.00
FLD-LONGWO	Mint Longwood	10000	Cash on Hand	00-00	2026-01-11 DS	1.00		481.35	0.00
FLD-LONGWO	Mint Longwood	11010	Debit Card Receivable	00-00	2026-01-11 DS	1.00		670.00	0.00
FLD-LONGWO	Mint Longwood	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-11 DS	1.00		0.00	292.30
FLD-LONGWO	Mint Longwood	50000	Retail - Consumable Products for Resale	00-00	2026-01-11 DS	1.00		687.88	0.00
FLD-LONGWO	Mint Longwood	12250	Inventory - Finished Goods	00-00	2026-01-11 DS	1.00		0.00	687.88
FLD-MELBOU	Mint Melbourne	40001	Retail Income: Retail Sales	00-00	2026-01-11 DS	1.00		0.00	7,320.98
FLD-MELBOU	Mint Melbourne	40002	Retail Income: Retail: Discounts and Coupons	00-00	2026-01-11 DS	1.00		4,052.38	0.00
FLD-MELBOU	Mint Melbourne	40003	Retail Income: Sales Return	00-00	2026-01-11 DS	1.00		0.00	0.00
FLD-MELBOU	Mint Melbourne	40004	Loyalty Discounts	00-00	2026-01-11 DS	1.00		0.00	0.00
FLD-MELBOU	Mint Melbourne	23500	Taxes Payable - Sales & Use	00-00	2026-01-11 DS	1.00		0.00	0.00
FLD-MELBOU	Mint Melbourne	10000	Cash on Hand	00-00	2026-01-11 DS	1.00		1,818.60	0.00
FLD-MELBOU	Mint Melbourne	11010	Debit Card Receivable	00-00	2026-01-11 DS	1.00		1,450.00	0.00
FLD-MELBOU	Mint Melbourne	70260	Overage/Shortage: Cash Ledger Adj	00-00	2026-01-11 DS	1.00		0.00	0.00
