Branch,Dutchie Store Name,Account,Description,Subaccount,Ref. Number,Quantity,UOM,Debit Amount,Credit Amount
FLD-STUART,Mint Stuart,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-14 DS,1.00,,"1,846.37",0.00
FLD-STUART,Mint Stuart,40003,Retail Income: Sales Return,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-STUART,Mint Stuart,40004,Loyalty Discounts,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-STUART,Mint Stuart,23500,Taxes Payable - Sales & Use,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-STUART,Mint Stuart,10000,Cash on Hand,00-00,2026-01-14 DS,1.00,,"1,137.13",0.00
FLD-STUART,Mint Stuart,11010,Debit Card Receivable,00-00,2026-01-14 DS,1.00,,620.00,0.00
FLD-STUART,Mint Stuart,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-14 DS,1.00,,0.00,85.50
FLD-STUART,Mint Stuart,50000,Retail - Consumable Products for Resale,00-00,2026-01-14 DS,1.00,,"1,009.95",0.00
FLD-STUART,Mint Stuart,12250,Inventory - Finished Goods,00-00,2026-01-14 DS,1.00,,0.00,"1,009.95"
FLD-BONITA,Mint Bonita Springs ,40001,Retail Income: Retail Sales,00-00,2026-01-14 DS,1.00,,0.00,"2,805.00"
FLD-BONITA,Mint Bonita Springs ,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-14 DS,1.00,,"1,583.75",0.00
FLD-BONITA,Mint Bonita Springs ,40003,Retail Income: Sales Return,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-BONITA,Mint Bonita Springs ,40004,Loyalty Discounts,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-BONITA,Mint Bonita Springs ,23500,Taxes Payable - Sales & Use,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-BONITA,Mint Bonita Springs ,10000,Cash on Hand,00-00,2026-01-14 DS,1.00,,461.25,0.00
FLD-BONITA,Mint Bonita Springs ,11010,Debit Card Receivable,00-00,2026-01-14 DS,1.00,,760.00,0.00
FLD-BONITA,Mint Bonita Springs ,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-BONITA,Mint Bonita Springs ,50000,Retail - Consumable Products for Resale,00-00,2026-01-14 DS,1.00,,765.05,0.00
FLD-BONITA,Mint Bonita Springs ,12250,Inventory - Finished Goods,00-00,2026-01-14 DS,1.00,,0.00,765.05
FLD-BRADEN,Mint Bradenton,40001,Retail Income: Retail Sales,00-00,2026-01-14 DS,1.00,,0.00,"2,366.00"
FLD-BRADEN,Mint Bradenton,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-14 DS,1.00,,"1,398.50",0.00
FLD-BRADEN,Mint Bradenton,40003,Retail Income: Sales Return,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-BRADEN,Mint Bradenton,40004,Loyalty Discounts,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-BRADEN,Mint Bradenton,23500,Taxes Payable - Sales & Use,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-BRADEN,Mint Bradenton,10000,Cash on Hand,00-00,2026-01-14 DS,1.00,,577.50,0.00
FLD-BRADEN,Mint Bradenton,11010,Debit Card Receivable,00-00,2026-01-14 DS,1.00,,390.00,0.00
FLD-BRADEN,Mint Bradenton,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-BRADEN,Mint Bradenton,50000,Retail - Consumable Products for Resale,00-00,2026-01-14 DS,1.00,,721.42,0.00
FLD-BRADEN,Mint Bradenton,12250,Inventory - Finished Goods,00-00,2026-01-14 DS,1.00,,0.00,721.42
FLD-MIAMI,Mint Miami,40001,Retail Income: Retail Sales,00-00,2026-01-14 DS,1.00,,0.00,"4,695.00"
FLD-MIAMI,Mint Miami,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-14 DS,1.00,,"2,631.75",0.00
FLD-MIAMI,Mint Miami,40003,Retail Income: Sales Return,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-MIAMI,Mint Miami,40004,Loyalty Discounts,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-MIAMI,Mint Miami,23500,Taxes Payable - Sales & Use,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-MIAMI,Mint Miami,10000,Cash on Hand,00-00,2026-01-14 DS,1.00,,"1,103.25",0.00
FLD-MIAMI,Mint Miami,11010,Debit Card Receivable,00-00,2026-01-14 DS,1.00,,960.00,0.00
FLD-MIAMI,Mint Miami,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-MIAMI,Mint Miami,50000,Retail - Consumable Products for Resale,00-00,2026-01-14 DS,1.00,,"1,148.83",0.00
FLD-MIAMI,Mint Miami,12250,Inventory - Finished Goods,00-00,2026-01-14 DS,1.00,,0.00,"1,148.83"
FLD-O10615,Mint Orlando ,40001,Retail Income: Retail Sales,00-00,2026-01-14 DS,1.00,,0.00,"1,822.00"
FLD-O10615,Mint Orlando ,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-14 DS,1.00,,"1,026.20",0.00
FLD-O10615,Mint Orlando ,40003,Retail Income: Sales Return,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-O10615,Mint Orlando ,40004,Loyalty Discounts,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-O10615,Mint Orlando ,23500,Taxes Payable - Sales & Use,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-O10615,Mint Orlando ,10000,Cash on Hand,00-00,2026-01-14 DS,1.00,,558.80,0.00
FLD-O10615,Mint Orlando ,11010,Debit Card Receivable,00-00,2026-01-14 DS,1.00,,140.00,0.00
FLD-O10615,Mint Orlando ,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-14 DS,1.00,,0.00,97.00
FLD-O10615,Mint Orlando ,50000,Retail - Consumable Products for Resale,00-00,2026-01-14 DS,1.00,,495.23,0.00
FLD-O10615,Mint Orlando ,12250,Inventory - Finished Goods,00-00,2026-01-14 DS,1.00,,0.00,495.23
AZD-UH,Mint Bell Road Phoenix,40001,Retail Income: Retail Sales,00-00,2026-01-14 DS,1.00,,0.00,"31,227.00"
AZD-UH,Mint Bell Road Phoenix,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-14 DS,1.00,,"11,742.04",0.00
AZD-UH,Mint Bell Road Phoenix,40003,Retail Income: Sales Return,00-00,2026-01-14 DS,1.00,,0.00,0.00
AZD-UH,Mint Bell Road Phoenix,40004,Loyalty Discounts,00-00,2026-01-14 DS,1.00,,0.00,0.00
AZD-UH,Mint Bell Road Phoenix,23500,Taxes Payable - Sales & Use,00-00,2026-01-14 DS,1.00,,0.00,"4,514.88"
AZD-UH,Mint Bell Road Phoenix,10000,Cash on Hand,00-00,2026-01-14 DS,1.00,,"23,999.29",0.00
AZD-UH,Mint Bell Road Phoenix,11010,Debit Card Receivable,00-00,2026-01-14 DS,1.00,,0.00,0.00
AZD-UH,Mint Bell Road Phoenix,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-14 DS,1.00,,0.00,0.55
AZD-UH,Mint Bell Road Phoenix,50000,Retail - Consumable Products for Resale,00-00,2026-01-14 DS,1.00,,"11,079.30",0.00
AZD-UH,Mint Bell Road Phoenix,12250,Inventory - Finished Goods,00-00,2026-01-14 DS,1.00,,0.00,"11,079.30"
MI-GB2,Mint Portage,40001,Retail Income: Retail Sales,00-00,2026-01-14 DS,1.00,,0.00,"8,671.44"
MI-GB2,Mint Portage,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-14 DS,1.00,,"2,185.12",0.00
MI-GB2,Mint Portage,40003,Retail Income: Sales Return,00-00,2026-01-14 DS,1.00,,0.00,0.00
MI-GB2,Mint Portage,40004,Loyalty Discounts,00-00,2026-01-14 DS,1.00,,265.74,0.00
MI-GB2,Mint Portage,23500,Taxes Payable - Sales & Use,00-00,2026-01-14 DS,1.00,,0.00,"1,071.16"
MI-GB2,Mint Portage,10000,Cash on Hand,00-00,2026-01-14 DS,1.00,,"7,308.31",0.00
MI-GB2,Mint Portage,11010,Debit Card Receivable,00-00,2026-01-14 DS,1.00,,0.00,0.00
MI-GB2,Mint Portage,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-14 DS,1.00,,16.57,0.00
MI-GB2,Mint Portage,50000,Retail - Consumable Products for Resale,00-00,2026-01-14 DS,1.00,,"4,134.85",0.00
MI-GB2,Mint Portage,12250,Inventory - Finished Goods,00-00,2026-01-14 DS,1.00,,0.00,"4,134.85"
AZV-ENCANT,Mint 75th Ave Phoenix,40001,Retail Income: Retail Sales,00-00,2026-01-14 DS,1.00,,0.00,"21,485.02"
AZV-ENCANT,Mint 75th Ave Phoenix,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-14 DS,1.00,,"8,503.10",0.00
AZV-ENCANT,Mint 75th Ave Phoenix,40003,Retail Income: Sales Return,00-00,2026-01-14 DS,1.00,,0.00,0.00
AZV-ENCANT,Mint 75th Ave Phoenix,40004,Loyalty Discounts,00-00,2026-01-14 DS,1.00,,0.00,0.00
AZV-ENCANT,Mint 75th Ave Phoenix,23500,Taxes Payable - Sales & Use,00-00,2026-01-14 DS,1.00,,0.00,"3,022.83"
AZV-ENCANT,Mint 75th Ave Phoenix,10000,Cash on Hand,00-00,2026-01-14 DS,1.00,,"14,839.46",0.00
AZV-ENCANT,Mint 75th Ave Phoenix,11010,Debit Card Receivable,00-00,2026-01-14 DS,1.00,,0.00,0.00
AZV-ENCANT,Mint 75th Ave Phoenix,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-14 DS,1.00,,0.00,"1,165.29"
AZV-ENCANT,Mint 75th Ave Phoenix,50000,Retail - Consumable Products for Resale,00-00,2026-01-14 DS,1.00,,"7,309.17",0.00
AZV-ENCANT,Mint 75th Ave Phoenix,12250,Inventory - Finished Goods,00-00,2026-01-14 DS,1.00,,0.00,"7,309.17"
MID-ROSE,Mint Roseville,40001,Retail Income: Retail Sales,00-00,2026-01-14 DS,1.00,,0.00,"6,567.23"
MID-ROSE,Mint Roseville,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-14 DS,1.00,,"1,448.47",0.00
MID-ROSE,Mint Roseville,40003,Retail Income: Sales Return,00-00,2026-01-14 DS,1.00,,0.00,0.00
MID-ROSE,Mint Roseville,40004,Loyalty Discounts,00-00,2026-01-14 DS,1.00,,253.93,0.00
MID-ROSE,Mint Roseville,23500,Taxes Payable - Sales & Use,00-00,2026-01-14 DS,1.00,,0.00,849.70
MID-ROSE,Mint Roseville,10000,Cash on Hand,00-00,2026-01-14 DS,1.00,,"5,522.86",0.00
MID-ROSE,Mint Roseville,11010,Debit Card Receivable,00-00,2026-01-14 DS,1.00,,0.00,0.00
MID-ROSE,Mint Roseville,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-14 DS,1.00,,0.00,191.67
MID-ROSE,Mint Roseville,50000,Retail - Consumable Products for Resale,00-00,2026-01-14 DS,1.00,,"2,985.48",0.00
MID-ROSE,Mint Roseville,12250,Inventory - Finished Goods,00-00,2026-01-14 DS,1.00,,0.00,"2,985.48"
AZD-BUCK,Mint Buckeye/Verado,40001,Retail Income: Retail Sales,00-00,2026-01-14 DS,1.00,,0.00,"54,641.52"
AZD-BUCK,Mint Buckeye/Verado,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-14 DS,1.00,,"18,311.30",0.00
AZD-BUCK,Mint Buckeye/Verado,40003,Retail Income: Sales Return,00-00,2026-01-14 DS,1.00,,0.00,0.00
AZD-BUCK,Mint Buckeye/Verado,40004,Loyalty Discounts,00-00,2026-01-14 DS,1.00,,0.00,0.00
AZD-BUCK,Mint Buckeye/Verado,23500,Taxes Payable - Sales & Use,00-00,2026-01-14 DS,1.00,,0.00,"8,056.12"
AZD-BUCK,Mint Buckeye/Verado,10000,Cash on Hand,00-00,2026-01-14 DS,1.00,,"44,386.54",0.00
AZD-BUCK,Mint Buckeye/Verado,11010,Debit Card Receivable,00-00,2026-01-14 DS,1.00,,0.00,0.00
AZD-BUCK,Mint Buckeye/Verado,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-14 DS,1.00,,0.20,0.00
AZD-BUCK,Mint Buckeye/Verado,50000,Retail - Consumable Products for Resale,00-00,2026-01-14 DS,1.00,,"29,730.33",0.00
AZD-BUCK,Mint Buckeye/Verado,12250,Inventory - Finished Goods,00-00,2026-01-14 DS,1.00,,0.00,"29,730.33"
FLD-CAPECO,Mint Cape Coral,40001,Retail Income: Retail Sales,00-00,2026-01-14 DS,1.00,,0.00,"4,157.00"
FLD-CAPECO,Mint Cape Coral,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-14 DS,1.00,,"2,328.40",0.00
FLD-CAPECO,Mint Cape Coral,40003,Retail Income: Sales Return,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-CAPECO,Mint Cape Coral,40004,Loyalty Discounts,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-CAPECO,Mint Cape Coral,23500,Taxes Payable - Sales & Use,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-CAPECO,Mint Cape Coral,10000,Cash on Hand,00-00,2026-01-14 DS,1.00,,918.60,0.00
FLD-CAPECO,Mint Cape Coral,11010,Debit Card Receivable,00-00,2026-01-14 DS,1.00,,910.00,0.00
FLD-CAPECO,Mint Cape Coral,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-CAPECO,Mint Cape Coral,50000,Retail - Consumable Products for Resale,00-00,2026-01-14 DS,1.00,,"1,016.97",0.00
FLD-CAPECO,Mint Cape Coral,12250,Inventory - Finished Goods,00-00,2026-01-14 DS,1.00,,0.00,"1,016.97"
AZD-ELMIRA,Mint El Mirage,40001,Retail Income: Retail Sales,00-00,2026-01-14 DS,1.00,,0.00,"12,446.50"
AZD-ELMIRA,Mint El Mirage,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-14 DS,1.00,,"4,695.30",0.00
AZD-ELMIRA,Mint El Mirage,40003,Retail Income: Sales Return,00-00,2026-01-14 DS,1.00,,0.00,0.00
AZD-ELMIRA,Mint El Mirage,40004,Loyalty Discounts,00-00,2026-01-14 DS,1.00,,0.00,0.00
AZD-ELMIRA,Mint El Mirage,23500,Taxes Payable - Sales & Use,00-00,2026-01-14 DS,1.00,,0.00,"1,955.20"
AZD-ELMIRA,Mint El Mirage,10000,Cash on Hand,00-00,2026-01-14 DS,1.00,,"9,706.79",0.00
AZD-ELMIRA,Mint El Mirage,11010,Debit Card Receivable,00-00,2026-01-14 DS,1.00,,0.00,0.00
AZD-ELMIRA,Mint El Mirage,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-14 DS,1.00,,0.39,0.00
AZD-ELMIRA,Mint El Mirage,50000,Retail - Consumable Products for Resale,00-00,2026-01-14 DS,1.00,,"6,324.04",0.00
AZD-ELMIRA,Mint El Mirage,12250,Inventory - Finished Goods,00-00,2026-01-14 DS,1.00,,0.00,"6,324.04"
NVD-PARA,Mint Las Vegas Strip ,40001,Retail Income: Retail Sales,00-00,2026-01-14 DS,1.00,,0.00,"19,387.01"
NVD-PARA,Mint Las Vegas Strip ,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-14 DS,1.00,,"6,394.50",0.00
NVD-PARA,Mint Las Vegas Strip ,40003,Retail Income: Sales Return,00-00,2026-01-14 DS,1.00,,0.00,0.00
NVD-PARA,Mint Las Vegas Strip ,40004,Loyalty Discounts,00-00,2026-01-14 DS,1.00,,0.00,0.00
NVD-PARA,Mint Las Vegas Strip ,23500,Taxes Payable - Sales & Use,00-00,2026-01-14 DS,1.00,,0.00,"2,341.22"
NVD-PARA,Mint Las Vegas Strip ,10000,Cash on Hand,00-00,2026-01-14 DS,1.00,,"14,853.79",0.00
NVD-PARA,Mint Las Vegas Strip ,11010,Debit Card Receivable,00-00,2026-01-14 DS,1.00,,0.00,0.00
NVD-PARA,Mint Las Vegas Strip ,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-14 DS,1.00,,0.00,479.94
NVD-PARA,Mint Las Vegas Strip ,50000,Retail - Consumable Products for Resale,00-00,2026-01-14 DS,1.00,,"6,737.42",0.00
NVD-PARA,Mint Las Vegas Strip ,12250,Inventory - Finished Goods,00-00,2026-01-14 DS,1.00,,0.00,"6,737.42"
FLD-LONGWO,Mint Longwood,40001,Retail Income: Retail Sales,00-00,2026-01-14 DS,1.00,,0.00,"2,371.00"
FLD-LONGWO,Mint Longwood,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-14 DS,1.00,,"1,363.25",0.00
FLD-LONGWO,Mint Longwood,40003,Retail Income: Sales Return,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-LONGWO,Mint Longwood,40004,Loyalty Discounts,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-LONGWO,Mint Longwood,23500,Taxes Payable - Sales & Use,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-LONGWO,Mint Longwood,10000,Cash on Hand,00-00,2026-01-14 DS,1.00,,427.75,0.00
FLD-LONGWO,Mint Longwood,11010,Debit Card Receivable,00-00,2026-01-14 DS,1.00,,580.00,0.00
FLD-LONGWO,Mint Longwood,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-LONGWO,Mint Longwood,50000,Retail - Consumable Products for Resale,00-00,2026-01-14 DS,1.00,,589.47,0.00
FLD-LONGWO,Mint Longwood,12250,Inventory - Finished Goods,00-00,2026-01-14 DS,1.00,,0.00,589.47
FLD-MELBOU,Mint Melbourne,40001,Retail Income: Retail Sales,00-00,2026-01-14 DS,1.00,,0.00,"8,724.00"
FLD-MELBOU,Mint Melbourne,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-14 DS,1.00,,"4,890.30",0.00
FLD-MELBOU,Mint Melbourne,40003,Retail Income: Sales Return,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-MELBOU,Mint Melbourne,40004,Loyalty Discounts,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-MELBOU,Mint Melbourne,23500,Taxes Payable - Sales & Use,00-00,2026-01-14 DS,1.00,,0.00,0.00
FLD-MELBOU,Mint Melbourne,10000,Cash on Hand,00-00,2026-01-14 DS,1.00,,"1,539.70",0.00
