Branch,Dutchie Store Name,Account,Description,Subaccount,Ref. Number,Quantity,UOM,Debit Amount,Credit Amount
FLD-JA4332,Mint Jacksonville,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-JA4332,Mint Jacksonville,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-JA4332,Mint Jacksonville,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-JA4332,Mint Jacksonville,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,"1,066.35",0.00
FLD-JA4332,Mint Jacksonville,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,"1,090.00",0.00
FLD-JA4332,Mint Jacksonville,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.00,850.05
FLD-JA4332,Mint Jacksonville,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,"1,301.54",0.00
FLD-JA4332,Mint Jacksonville,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,"1,301.54"
FLD-DELRAY,Mint Delray Beach,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"2,835.00"
FLD-DELRAY,Mint Delray Beach,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"1,590.85",0.00
FLD-DELRAY,Mint Delray Beach,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-DELRAY,Mint Delray Beach,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-DELRAY,Mint Delray Beach,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-DELRAY,Mint Delray Beach,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,684.15,0.00
FLD-DELRAY,Mint Delray Beach,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,560.00,0.00
FLD-DELRAY,Mint Delray Beach,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-DELRAY,Mint Delray Beach,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,718.83,0.00
FLD-DELRAY,Mint Delray Beach,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,718.83
FLD-SARASO,Mint Sarasota,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"4,577.00"
FLD-SARASO,Mint Sarasota,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"2,655.84",0.00
FLD-SARASO,Mint Sarasota,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-SARASO,Mint Sarasota,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-SARASO,Mint Sarasota,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-SARASO,Mint Sarasota,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,"1,093.41",0.00
FLD-SARASO,Mint Sarasota,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,570.00,0.00
FLD-SARASO,Mint Sarasota,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.00,257.75
FLD-SARASO,Mint Sarasota,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,942.23,0.00
FLD-SARASO,Mint Sarasota,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,942.23
FLD-STUART,Mint Stuart,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"7,474.00"
FLD-STUART,Mint Stuart,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"3,918.13",0.00
FLD-STUART,Mint Stuart,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-STUART,Mint Stuart,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-STUART,Mint Stuart,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-STUART,Mint Stuart,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,"1,521.07",0.00
FLD-STUART,Mint Stuart,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,"1,860.00",0.00
FLD-STUART,Mint Stuart,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.00,174.80
FLD-STUART,Mint Stuart,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,"1,969.29",0.00
FLD-STUART,Mint Stuart,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,"1,969.29"
FLD-BONITA,Mint Bonita Springs ,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"3,037.00"
FLD-BONITA,Mint Bonita Springs ,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"1,987.55",0.00
FLD-BONITA,Mint Bonita Springs ,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-BONITA,Mint Bonita Springs ,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-BONITA,Mint Bonita Springs ,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-BONITA,Mint Bonita Springs ,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,319.45,0.00
FLD-BONITA,Mint Bonita Springs ,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,730.00,0.00
FLD-BONITA,Mint Bonita Springs ,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-BONITA,Mint Bonita Springs ,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,747.29,0.00
FLD-BONITA,Mint Bonita Springs ,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,747.29
FLD-BRADEN,Mint Bradenton,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"3,337.00"
FLD-BRADEN,Mint Bradenton,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"1,893.10",0.00
FLD-BRADEN,Mint Bradenton,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-BRADEN,Mint Bradenton,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-BRADEN,Mint Bradenton,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-BRADEN,Mint Bradenton,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,886.90,0.00
FLD-BRADEN,Mint Bradenton,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,530.00,0.00
FLD-BRADEN,Mint Bradenton,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.00,27.00
FLD-BRADEN,Mint Bradenton,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,515.10,0.00
FLD-BRADEN,Mint Bradenton,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,515.10
FLD-MIAMI,Mint Miami,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"3,997.00"
FLD-MIAMI,Mint Miami,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"2,054.60",0.00
FLD-MIAMI,Mint Miami,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-MIAMI,Mint Miami,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-MIAMI,Mint Miami,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-MIAMI,Mint Miami,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,785.10,0.00
FLD-MIAMI,Mint Miami,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,950.00,0.00
FLD-MIAMI,Mint Miami,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.00,207.30
FLD-MIAMI,Mint Miami,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,976.76,0.00
FLD-MIAMI,Mint Miami,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,976.76
FLD-O10615,Mint Orlando ,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"4,588.00"
FLD-O10615,Mint Orlando ,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"2,342.80",0.00
FLD-O10615,Mint Orlando ,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-O10615,Mint Orlando ,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-O10615,Mint Orlando ,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-O10615,Mint Orlando ,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,993.95,0.00
FLD-O10615,Mint Orlando ,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,"1,150.00",0.00
FLD-O10615,Mint Orlando ,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.00,101.25
FLD-O10615,Mint Orlando ,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,"1,046.12",0.00
FLD-O10615,Mint Orlando ,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,"1,046.12"
AZD-UH,Mint Bell Road Phoenix,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"66,966.21"
AZD-UH,Mint Bell Road Phoenix,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"28,996.89",0.00
AZD-UH,Mint Bell Road Phoenix,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
AZD-UH,Mint Bell Road Phoenix,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
AZD-UH,Mint Bell Road Phoenix,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,"8,482.61"
AZD-UH,Mint Bell Road Phoenix,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,"46,451.66",0.00
AZD-UH,Mint Bell Road Phoenix,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,0.00,0.00
AZD-UH,Mint Bell Road Phoenix,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.00,0.27
AZD-UH,Mint Bell Road Phoenix,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,"32,153.25",0.00
AZD-UH,Mint Bell Road Phoenix,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,"32,153.25"
MI-GB2,Mint Portage,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"16,048.69"
MI-GB2,Mint Portage,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"3,532.95",0.00
MI-GB2,Mint Portage,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
MI-GB2,Mint Portage,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,448.78,0.00
MI-GB2,Mint Portage,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,"1,990.75"
MI-GB2,Mint Portage,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,"13,586.16",0.00
MI-GB2,Mint Portage,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,0.00,0.00
MI-GB2,Mint Portage,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.00,471.55
MI-GB2,Mint Portage,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,"7,541.55",0.00
MI-GB2,Mint Portage,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,"7,541.55"
AZV-ENCANT,Mint 75th Ave Phoenix,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"46,046.01"
AZV-ENCANT,Mint 75th Ave Phoenix,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"20,440.22",0.00
AZV-ENCANT,Mint 75th Ave Phoenix,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
AZV-ENCANT,Mint 75th Ave Phoenix,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
AZV-ENCANT,Mint 75th Ave Phoenix,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,"5,731.32"
AZV-ENCANT,Mint 75th Ave Phoenix,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,"28,726.65",0.00
AZV-ENCANT,Mint 75th Ave Phoenix,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,0.00,0.00
AZV-ENCANT,Mint 75th Ave Phoenix,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.00,"2,610.46"
AZV-ENCANT,Mint 75th Ave Phoenix,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,"16,918.83",0.00
AZV-ENCANT,Mint 75th Ave Phoenix,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,"16,918.83"
MID-ROSE,Mint Roseville,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"11,849.71"
MID-ROSE,Mint Roseville,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"2,777.55",0.00
MID-ROSE,Mint Roseville,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
MID-ROSE,Mint Roseville,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,258.02,0.00
MID-ROSE,Mint Roseville,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,"1,460.97"
MID-ROSE,Mint Roseville,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,"9,902.33",0.00
MID-ROSE,Mint Roseville,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,0.00,0.00
MID-ROSE,Mint Roseville,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.00,372.78
MID-ROSE,Mint Roseville,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,"5,695.59",0.00
MID-ROSE,Mint Roseville,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,"5,695.59"
AZD-BUCK,Mint Buckeye/Verado,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"91,508.03"
AZD-BUCK,Mint Buckeye/Verado,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"34,905.28",0.00
AZD-BUCK,Mint Buckeye/Verado,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
AZD-BUCK,Mint Buckeye/Verado,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
AZD-BUCK,Mint Buckeye/Verado,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,"12,556.90"
AZD-BUCK,Mint Buckeye/Verado,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,"69,160.72",0.00
AZD-BUCK,Mint Buckeye/Verado,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,0.00,0.00
AZD-BUCK,Mint Buckeye/Verado,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,1.07,0.00
AZD-BUCK,Mint Buckeye/Verado,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,"47,581.19",0.00
AZD-BUCK,Mint Buckeye/Verado,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,"47,581.19"
FLD-CAPECO,Mint Cape Coral,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"5,153.98"
FLD-CAPECO,Mint Cape Coral,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"2,842.71",0.00
FLD-CAPECO,Mint Cape Coral,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-CAPECO,Mint Cape Coral,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-CAPECO,Mint Cape Coral,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-CAPECO,Mint Cape Coral,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,"1,066.27",0.00
FLD-CAPECO,Mint Cape Coral,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,"1,150.00",0.00
FLD-CAPECO,Mint Cape Coral,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.00,95.00
FLD-CAPECO,Mint Cape Coral,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,889.29,0.00
FLD-CAPECO,Mint Cape Coral,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,889.29
AZD-ELMIRA,Mint El Mirage,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"23,043.71"
AZD-ELMIRA,Mint El Mirage,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"9,883.28",0.00
AZD-ELMIRA,Mint El Mirage,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
AZD-ELMIRA,Mint El Mirage,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
AZD-ELMIRA,Mint El Mirage,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,"3,319.64"
AZD-ELMIRA,Mint El Mirage,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,"16,480.21",0.00
AZD-ELMIRA,Mint El Mirage,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,0.00,0.00
AZD-ELMIRA,Mint El Mirage,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.14,0.00
AZD-ELMIRA,Mint El Mirage,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,"12,034.25",0.00
AZD-ELMIRA,Mint El Mirage,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,"12,034.25"
NVD-PARA,Mint Las Vegas Strip ,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"26,654.86"
NVD-PARA,Mint Las Vegas Strip ,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"8,215.39",0.00
NVD-PARA,Mint Las Vegas Strip ,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
NVD-PARA,Mint Las Vegas Strip ,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
NVD-PARA,Mint Las Vegas Strip ,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,"3,327.79"
NVD-PARA,Mint Las Vegas Strip ,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,"21,261.02",0.00
NVD-PARA,Mint Las Vegas Strip ,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,0.00,0.00
NVD-PARA,Mint Las Vegas Strip ,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.00,506.24
NVD-PARA,Mint Las Vegas Strip ,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,"9,328.40",0.00
NVD-PARA,Mint Las Vegas Strip ,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,"9,328.40"
FLD-LONGWO,Mint Longwood,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"5,235.00"
FLD-LONGWO,Mint Longwood,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"3,034.65",0.00
FLD-LONGWO,Mint Longwood,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-LONGWO,Mint Longwood,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-LONGWO,Mint Longwood,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-LONGWO,Mint Longwood,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,830.15,0.00
FLD-LONGWO,Mint Longwood,11010,Debit Card Receivable,00-00,2026-01-16 DS,1.00,,"1,000.00",0.00
FLD-LONGWO,Mint Longwood,70260,Overage/Shortage: Cash Ledger Adj,00-00,2026-01-16 DS,1.00,,0.00,370.20
FLD-LONGWO,Mint Longwood,50000,Retail - Consumable Products for Resale,00-00,2026-01-16 DS,1.00,,"1,200.22",0.00
FLD-LONGWO,Mint Longwood,12250,Inventory - Finished Goods,00-00,2026-01-16 DS,1.00,,0.00,"1,200.22"
FLD-MELBOU,Mint Melbourne,40001,Retail Income: Retail Sales,00-00,2026-01-16 DS,1.00,,0.00,"9,081.00"
FLD-MELBOU,Mint Melbourne,40002,Retail Income: Retail: Discounts and Coupons,00-00,2026-01-16 DS,1.00,,"4,794.95",0.00
FLD-MELBOU,Mint Melbourne,40003,Retail Income: Sales Return,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-MELBOU,Mint Melbourne,40004,Loyalty Discounts,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-MELBOU,Mint Melbourne,23500,Taxes Payable - Sales & Use,00-00,2026-01-16 DS,1.00,,0.00,0.00
FLD-MELBOU,Mint Melbourne,10000,Cash on Hand,00-00,2026-01-16 DS,1.00,,"1,606.05",0.00
